date,tmean,tmin,tmax,humidite,Ra,ETo,VPD,soil_temp,soil_moisture
1/20/2023,9.74,6,14.38,68.91,17.58594643,3.224627305,0.375172785,10.51,44
1/21/2023,8.9,6.93,11.74,68.48,17.72029024,2.386615552,0.35943129,9.9,44
1/22/2023,7.88,6.26,10.31,81.13,17.85846765,2.122729026,0.200782964,8.92,44
1/23/2023,8.21,5.7,11.91,76.27,18.00043269,2.683471165,0.258232024,8.95,44
1/24/2023,8.11,3.41,13.48,54.73,18.14613759,3.431580442,0.489292816,8.18,44
1/25/2023,7.41,3.07,11.69,66.56,18.29553285,3.114579188,0.344571137,7.29,44
1/26/2023,7.98,5.1,11.01,87.18,18.44856716,2.659298759,0.137341741,8.23,44
1/27/2023,10.31,8.54,12.91,78.31,18.60518745,2.51456838,0.271928729,10.48,45
1/28/2023,9.55,7.43,12.96,76.62,18.7653389,2.775902094,0.278554244,9.97,45
1/29/2023,9.32,7.67,11.46,85.62,18.92896489,2.29860312,0.168694124,9.79,45
1/30/2023,9.91,7.96,13.55,81.81,19.09600704,2.877483433,0.22202286,10.23,45
1/31/2023,11.59,8.98,15.26,74.34,19.26640524,3.26368274,0.35028273,11.81,45
2/1/2023,11.23,8.47,15.58,78.05,19.44009761,3.461051913,0.292575697,11.34,45
2/2/2023,11.82,9.2,15.04,77.07,19.61702056,3.229626954,0.317810536,11.9,45
2/3/2023,11.96,8.62,16.71,76.03,19.79710878,3.854222595,0.335308847,11.95,45
2/4/2023,11.48,5.9,16.49,79.59,19.98029528,4.378736291,0.276594288,11.53,45
2/5/2023,12.99,9.63,17.13,71,20.16651139,3.911100112,0.434069517,13.28,44
2/6/2023,11.21,9.5,14.32,80.14,20.35568683,2.98184349,0.264366623,11.67,44
2/7/2023,10.08,8.87,11.56,87.13,20.54774967,2.161031073,0.158888007,10.69,47
2/8/2023,8.94,7.94,10.05,88.1,20.74262643,1.853080186,0.13606642,9.71,50
2/9/2023,9.82,7.85,12.21,76.39,20.94024207,2.777643166,0.286443465,10.41,50
2/10/2023,10.42,8.94,12.22,78.83,21.14052006,2.485063177,0.267367253,10.68,50
2/11/2023,10.28,7.52,14.16,74.19,21.34338241,3.551994011,0.322933097,10.8,50
2/12/2023,9.78,7.4,13.75,64.63,21.54874968,3.444538448,0.427968709,9.5,49
2/13/2023,11.11,7.24,15.73,72.94,21.75654108,4.215213961,0.357826137,10.93,49
2/14/2023,10.78,7.65,16.02,71.43,21.9666745,4.177506211,0.36959301,10.42,48
2/15/2023,10.1,5.77,16.63,72.31,22.17906655,4.690187619,0.342308078,10.36,48
2/16/2023,11.18,5.88,18.24,78.13,22.3936326,5.247591275,0.290543707,11.09,48
2/17/2023,11.43,7.61,18.1,74.45,22.6102869,4.923233892,0.345106365,10.87,48
2/18/2023,12.32,8.06,19.18,73.94,22.82894257,5.273767661,0.373292445,11.68,47
2/19/2023,11.95,5.23,21.11,73.49,23.04951169,6.284949382,0.370595576,11.76,47
2/20/2023,13.16,7.39,22.07,72.62,23.27190537,6.349269451,0.414401516,12.78,47
2/21/2023,14.08,6.5,24.66,55.51,23.49603381,7.341733726,0.714920036,13.64,47
2/22/2023,14.41,8.19,22.74,67.89,23.72180635,6.703441348,0.527129961,13.93,47
2/23/2023,14.47,7.98,23.11,71.2,23.94913158,6.914106034,0.47462976,14.63,46
2/24/2023,17.14,9.96,25.57,58.92,24.17791738,7.67663828,0.803109064,16.46,46
2/25/2023,14.48,11.71,21.23,64.63,24.40807097,5.591306422,0.583281641,14.59,46
2/26/2023,12.56,9.53,16.73,65.93,24.63949905,4.616658233,0.495787582,13.1,46
2/27/2023,12.44,6.33,18.9,61.73,24.87210783,6.133238504,0.552534319,12.69,46
2/28/2023,10,6.98,14.56,64.02,25.10580309,4.419583597,0.44182095,10.8,46
3/1/2023,10.22,6.91,13.81,72.98,25.34049032,4.289785,0.336718741,10.58,47
3/2/2023,11.49,6.84,16.85,66.7,25.57607474,5.451275595,0.451577188,11.97,47
3/3/2023,9.97,5.92,13.04,83.56,25.81246139,4.399194178,0.201471578,10.47,47
3/4/2023,10.8,8.85,13.85,83.51,26.04955523,3.831591348,0.213605538,11.12,48
3/5/2023,11.22,7.6,15.07,74.58,26.28726122,4.79546677,0.33860324,11.3,48
3/6/2023,9.99,5.48,15.52,79.18,26.52548437,5.372130602,0.255490548,10.08,48
3/7/2023,13.83,10.49,18.33,70.65,26.76412983,5.451778308,0.4640394,13.77,48
3/8/2023,15.23,11.16,21.16,70.08,27.00310301,6.487092384,0.517844226,15.12,48
3/9/2023,17.19,11.45,25.17,66.47,27.2423096,8.120686754,0.657585105,16.87,47
3/10/2023,17,13.83,21.68,74.95,27.48165568,6.162895479,0.485401203,16.85,47
3/11/2023,17,13.02,22.92,70.1,27.7210478,6.98126814,0.579381076,16.88,47
3/12/2023,16.47,12.69,20.92,73.17,27.96039305,6.322446021,0.502685791,16.48,46
3/13/2023,16.28,10.31,23.78,66.97,28.19959914,8.112489632,0.611405739,16.63,46
3/14/2023,15.67,11.99,22.2,64.71,28.43857447,6.995266141,0.628272319,15.79,46
3/15/2023,14.35,11.98,17.57,67.75,28.67722821,5.013625489,0.527377052,14.71,46
3/16/2023,13.54,9.74,18.46,67.28,28.91547037,6.154819656,0.507652354,14.27,46
3/17/2023,13.57,7.53,20.86,64.01,29.15321188,7.679692633,0.559478565,14.03,45
3/18/2023,15.68,9.13,23.97,71.77,29.39036464,8.718368273,0.502904194,16.4,45
3/19/2023,14.57,10.28,19.71,78.4,29.62684161,6.773478201,0.358280289,15.19,45
3/20/2023,14.53,10.51,20.35,77.21,29.86255686,6.965592751,0.377043174,15.35,45
3/21/2023,13.73,10.2,18.41,78.06,30.09742563,6.253925961,0.344635586,14.46,45
3/22/2023,13.96,10.1,19.29,81.01,30.33136443,6.716732193,0.302787951,14.65,45
3/23/2023,14.09,8.96,20.52,78.18,30.56429105,7.622116789,0.350858054,15.14,45
3/24/2023,16.63,8.42,26.38,63.59,30.79612463,10.33508597,0.689153204,16.81,45
3/25/2023,17.24,12.85,23.6,65.67,31.02678575,8.198472653,0.675407686,17.29,44
3/26/2023,18.09,11.23,26.88,55.66,31.25619642,10.20691722,0.920364517,18.08,44
3/27/2023,16.36,13.05,21.65,67.39,31.48428019,7.254186091,0.606715831,16.8,44
3/28/2023,14.46,10.99,19.03,61.93,31.71096215,6.671594512,0.626995702,15.15,44
3/29/2023,15.03,7.48,23.46,60.6,31.93616901,9.639842189,0.673205249,15.51,44
3/30/2023,18.2,9.24,28.35,50.03,32.15982912,11.64057445,1.044416874,18.4,44
3/31/2023,18.79,11.04,27.79,52.44,32.38187249,11.15320307,1.031466643,18.62,43
4/1/2023,17.08,12.79,21.6,64.95,32.60223087,7.763178731,0.682625042,17.3,43
4/2/2023,13.11,9.89,18.46,76.32,32.82083774,6.830726775,0.357232268,13.63,44
4/3/2023,14.5,11.7,17.49,75.03,33.03762837,5.90579685,0.412309423,14.75,47
4/4/2023,14.62,10.91,18.84,68.28,33.25253982,6.982360414,0.527843103,15.06,47
4/5/2023,12.3,8.48,16.26,71.99,33.46551096,6.462217788,0.400697448,12.87,47
4/6/2023,12.93,8.99,17.93,64.72,33.67648253,7.116818321,0.52599885,13.7,46
4/7/2023,13.27,8.47,19.13,57,33.88539709,7.906063004,0.655504915,13.87,46
4/8/2023,14.56,7.54,21.97,56.4,34.0921991,9.638834659,0.722728342,15.25,46
4/9/2023,14.18,9.41,19.45,69.1,34.29683488,7.993319903,0.499768573,14.95,45
4/10/2023,14.44,8.7,21.24,63.22,34.49925263,9.059022207,0.604967107,14.98,45
4/11/2023,15.47,10.09,21.57,64.65,34.69940244,8.996499845,0.621325004,15.88,45
4/12/2023,18.92,10.78,29.06,48.68,34.8972363,12.60113425,1.122086226,18.62,45
4/13/2023,17.07,12.88,25.87,58.1,35.09270806,10.14381318,0.815517262,17.21,44
4/14/2023,16.33,12.9,20.58,60.07,35.28577345,7.676166314,0.741487622,16.91,44
4/15/2023,16.59,11.85,22.79,63.8,35.47639007,9.281284691,0.683438441,17.34,44
4/16/2023,15.78,12.26,19.81,67.69,35.66451739,7.568648827,0.579283615,16.54,44
4/17/2023,16.22,12.28,21.01,62.24,35.85011669,8.288192717,0.696292653,17.08,44
4/18/2023,15.84,9.74,22.34,67.12,36.03315108,9.896265504,0.591770056,16.91,44
4/19/2023,17.45,10.41,25.09,67.85,36.21358549,11.24919672,0.640969207,18.39,43
4/20/2023,18.51,14.24,24.4,70.3,36.39138661,9.687228471,0.632940136,19.06,43
4/21/2023,17.5,12.77,23.22,72.17,36.56652288,9.597195722,0.556596375,18.61,43
4/22/2023,17.19,12.12,23.87,64.57,36.73896447,10.13485694,0.694847607,18.1,43
4/23/2023,17.91,11.86,24.12,63.07,36.90868326,10.61430281,0.757928502,17.9,43
4/24/2023,19.57,13,27.77,63.18,37.07565276,12.24700761,0.838303036,20.52,43
4/25/2023,19.44,12.61,26.61,63.7,37.23984815,11.93464286,0.819814256,19.88,43
4/26/2023,20.07,15.28,26.17,62.56,37.40124616,10.75036361,0.879253212,20.86,42
4/27/2023,20.24,13.75,27.25,56.97,37.5598251,12.0742118,1.021208117,21.46,42
4/28/2023,22.78,15.43,31.1,50.82,37.7155648,13.9346156,1.36340249,23.55,42
4/29/2023,24.95,15.98,34.65,45.75,37.86844655,16.08842772,1.713407845,25.36,42
4/30/2023,21.46,17.9,28.84,70.16,38.01845308,11.35484563,0.763351968,22.05,42
5/1/2023,19.29,16.41,23.04,70.67,38.1655685,8.383264513,0.656248489,19.83,42
5/2/2023,18.21,15.18,21.81,65.6,38.30977829,8.169911652,0.719441696,18.83,42
5/3/2023,18.39,14.3,23.5,71.25,38.45106919,9.707753793,0.608105212,19.55,42
5/4/2023,18.85,14.06,24.68,73.1,38.58942922,10.60064835,0.58558988,20.32,42
5/5/2023,19.32,13.14,25.66,62.75,38.7248476,11.69843282,0.835013366,20.62,42
5/6/2023,21.33,13.43,29.27,61.26,38.85731471,13.91835974,0.983169258,22.22,42
5/7/2023,21.97,17.3,28.87,74.12,38.98682203,12.13019946,0.682999209,21.93,43
5/8/2023,19.59,16.34,23.4,79,39.11336211,8.937391869,0.478713847,19.82,45
5/9/2023,18.57,14.9,23,79.54,39.23692852,9.341328606,0.437666516,19.81,45
5/10/2023,19.61,15.61,24.88,71.31,39.35751577,10.31057984,0.654827034,20.63,44
5/11/2023,19.09,14.08,24.73,64.31,39.47511931,10.93036706,0.788663924,20.46,44
5/12/2023,19.16,14.73,24.67,75.37,39.58973546,10.61049367,0.546644003,19.74,45
5/13/2023,19.4,16.13,24.07,83.17,39.70136132,9.571641537,0.379151458,19.8,47
5/14/2023,17.26,15.38,19.58,75.79,39.80999482,6.578948914,0.476909909,17.8,48
5/15/2023,16.74,15.28,18.44,79.4,39.91563458,5.63685351,0.392642464,17.09,49
5/16/2023,18.62,15.23,22.46,67.33,40.01827989,9.013539028,0.701044896,18.99,49
5/17/2023,18.38,13.84,23.55,65.66,40.11793072,10.40266319,0.725886836,19.26,48
5/18/2023,18.34,14.77,23.71,68.47,40.21458757,9.994667776,0.664818961,19.12,47
5/19/2023,17.93,14.11,22.65,81.78,40.30825153,9.680187012,0.374406849,18.68,47
5/20/2023,18.22,16.27,21.39,82.96,40.39892418,7.573145921,0.356598377,18.65,49
5/21/2023,18.27,15.43,21.98,78.73,40.48660754,8.596190201,0.446519049,19.09,49
5/22/2023,19.38,15.3,23.89,78.77,40.57130409,10.16840349,0.477681441,20.3,49
5/23/2023,20.39,15.82,27.19,72.53,40.65301665,12.04066586,0.657997623,21.13,48
5/24/2023,19.49,15.09,24.97,75.41,40.73174841,10.98074343,0.557079504,20.23,48
5/25/2023,19.08,15.01,23.45,75.66,40.80750285,10.05610945,0.537520755,19.99,47
5/26/2023,19.26,15.92,23.56,79.3,40.88028373,9.631497842,0.462291079,19.77,47
5/27/2023,21.37,14.64,28.39,63.31,40.95009504,13.68004956,0.933427414,22.54,47
5/28/2023,22.45,16.09,30.04,58.67,41.01694096,14.18221589,1.123070035,23.23,47
5/29/2023,20.12,17.65,22.37,77.59,41.08082587,7.784062779,0.527914014,20.66,47
5/30/2023,19.86,17.11,22.92,76.59,41.14175427,8.589720326,0.542665669,19.84,48
5/31/2023,19.77,15.92,23.78,77.21,41.19973077,9.981014399,0.525354203,20.54,48
6/1/2023,20.32,15.85,24.26,73.47,41.25476007,10.4894518,0.632741345,21.36,48
6/2/2023,21.45,16,26.78,68.08,41.30684694,12.24331217,0.816061836,22.66,48
6/3/2023,22.33,17.05,28.07,66.74,41.35599617,12.67144898,0.897215361,23,47
6/4/2023,20.61,18.29,24.52,81.55,41.40221255,9.129347053,0.447974826,21.29,49
6/5/2023,20.51,17.67,24.45,79.46,41.44550089,9.508942639,0.495656649,20.82,51
6/6/2023,20.9,17.26,24.72,76.42,41.48586594,10.08575408,0.582843377,22.09,50
6/7/2023,22.55,16.17,28.55,69.84,41.52331242,13.55887598,0.824536123,23.74,49
6/8/2023,24.19,19.02,30.59,69.68,41.55784496,13.65190975,0.915092905,25.39,48
6/9/2023,23.3,20.87,28.22,78.68,41.58946812,10.65851483,0.609927065,23.35,48
6/10/2023,23.13,20.11,26.48,81.26,41.61818637,9.888318523,0.530642595,23.76,49
6/11/2023,23.5,19.73,28.3,73.01,41.64400403,11.58032581,0.781503756,24.68,48
6/12/2023,24.27,18.25,30.62,67.53,41.66692531,14.18001375,0.98469106,25.68,48
6/13/2023,24.96,19.62,31.42,69.38,41.6869543,14.08337367,0.967664865,25.45,48
6/14/2023,22.29,20.25,25.18,84.43,41.70409492,8.538194666,0.418992991,22.54,51
6/15/2023,23.03,19.31,27.06,75.8,41.71835091,10.90649488,0.681118549,23.94,52
6/16/2023,23.3,19.46,27.79,72.48,41.72972587,11.38512204,0.787297975,24.08,51
6/17/2023,23.25,18.09,29.1,70.15,41.73822322,13.07581039,0.851381902,24.4,50
6/18/2023,25.02,17.51,32.94,59.7,41.74384618,16.14915948,1.278136049,25.51,49
6/19/2023,27.22,20.48,35.72,54.73,41.7465978,16.87512109,1.634978913,27.36,48
6/20/2023,27.8,22.36,35.4,48.64,41.74648091,15.81070902,1.918878906,27.9,47
6/21/2023,28.14,20.03,37.39,43.7,41.74349816,18.37733482,2.145509924,28.12,47
6/22/2023,29.33,22.46,39.5,44.13,41.737652,18.67618145,2.281006999,29.59,46
6/23/2023,27.1,21.95,33.43,60.51,41.72894467,14.60099736,1.416234043,28.05,46
6/24/2023,25.68,21.4,30.94,65.79,41.71737821,12.8857163,1.128374165,26.98,45
6/25/2023,25.04,19.32,31.24,69.05,41.70295444,14.18672824,0.98276561,26.69,45
6/26/2023,26.23,20.85,32.02,63.2,41.68567501,14.10879575,1.253928412,27.39,45
6/27/2023,26.93,21.16,32.71,67.93,41.66554134,14.56782632,1.138717356,28.08,45
6/28/2023,26.88,21.5,33.01,60.57,41.64255465,14.51830871,1.395946897,27.99,44
6/29/2023,27.01,21.95,34.83,57.73,41.61671599,15.39318604,1.507953674,28.26,44
6/30/2023,27.4,21.73,35.64,65.44,41.5880262,16.12494139,1.261394263,28.99,44
7/1/2023,25.31,21.62,29.88,66.82,41.55648593,11.84226291,1.070633852,26.82,44
7/2/2023,25.54,21.69,29.96,63.91,41.52209568,11.90278976,1.180543741,26.95,44
7/3/2023,26.25,21.28,31.74,60.58,41.48485575,13.59343376,1.344788743,27.68,43
7/4/2023,26.36,21.07,32.07,61.64,41.4447663,13.9612061,1.317144785,28.08,43
7/5/2023,27.79,21.14,34.73,53.97,41.40182733,16.00393086,1.718740322,29.4,43
7/6/2023,30.51,23.37,38.65,47.2,41.3560387,17.96244634,2.306713198,31.42,43
7/7/2023,33.14,25.66,43,44.96,41.30740016,20.15297588,2.790408876,33.75,43
7/8/2023,33.41,28.11,43.94,41.85,41.25591132,19.33344531,2.992974752,33.19,42
7/9/2023,32.41,27.12,38.63,48.18,41.20157171,16.14245196,2.52158811,33.87,42
7/10/2023,30.58,26.48,36.21,52.65,41.14438079,14.28106681,2.076903334,31.95,42
7/11/2023,32.54,24.94,41.86,50.34,41.08433793,19.56669698,2.434235709,33.64,42
7/12/2023,33.87,26.13,42.53,39.12,41.02144247,19.74236374,3.214998974,34.58,42
7/13/2023,33.43,25.77,41.61,38.38,40.95569373,19.20631587,3.175124238,34.35,42
7/14/2023,32.15,25.82,40.18,50.21,40.88709101,17.80027703,2.387543614,33.99,42
7/15/2023,33.84,24.36,44.25,35.68,40.81563366,21.62011524,3.39098621,34.7,41
7/16/2023,33.57,27.08,42.03,40.8,40.74132105,18.61200262,3.074387412,34.71,41
7/17/2023,32.85,26.28,40.65,56.09,40.66415263,17.95756291,2.190221873,34.63,41
7/18/2023,33.51,28.37,40.23,44.08,40.58412794,16.49409204,2.894331391,34.49,41
7/19/2023,35.44,28.1,43.66,35.34,40.50124668,19.56316287,3.724978539,35.77,41
7/20/2023,32.93,26.87,40.28,47.16,40.41550867,17.26852074,2.647511732,34.07,41
7/21/2023,34.98,26.93,46.19,37.98,40.32691393,21.48425763,3.483333967,35.45,41
7/22/2023,34.42,27.67,42.14,49.83,40.23546271,18.38264368,2.731716786,36.28,41
7/23/2023,36.66,28.71,46.07,37.83,40.14115552,20.94933316,3.829385751,37.19,40
7/24/2023,38.47,30.78,45.98,19.32,40.04399315,20.20523582,5.482192677,37.93,40
7/25/2023,33.65,27.87,41.25,34.9,39.94397673,17.2899036,3.395923758,34.24,40
7/26/2023,28.3,25.32,31.66,53.29,39.84110774,10.6366482,1.796682107,30.49,40
7/27/2023,27.79,24.1,32.45,51.81,39.73538809,12.03976819,1.799393789,30.15,40
7/28/2023,31.61,24.99,40.43,54.41,39.62682013,17.6952035,2.120384008,32.86,40
7/29/2023,31.66,26.58,38.65,58.22,39.51540668,15.61715926,1.948694562,33.6,40
7/30/2023,30.35,25.77,36.11,59.53,39.40115111,14.03115127,1.751943311,32.6,40
7/31/2023,29.56,24.16,35.28,59.89,39.28405736,14.26948371,1.659410417,31.4,40
8/1/2023,28.85,24.8,33.97,57.21,39.16412999,12.72484894,1.69922746,30.69,40
8/2/2023,29.25,23.72,35.28,56.39,39.0413742,14.36453185,1.77227288,31.81,40
8/3/2023,31.77,25.03,38.7,48.4,38.91579593,16.40427079,2.421755702,33.7,40
8/4/2023,28.13,24.54,33.27,60.77,38.78740185,12.10659719,1.494128076,30.15,40
8/5/2023,25.72,23.16,28.93,54.42,38.65619945,9.294451866,1.50696663,27.43,40
8/6/2023,26.38,23.39,30.31,54.65,38.52219703,10.29716432,1.558993215,28.14,40
8/7/2023,25.28,21.72,29.93,54.44,38.38540382,10.89785996,1.467486047,27.01,40
8/8/2023,24.84,19.83,31.35,52.11,38.24582997,12.73079021,1.502650526,27.18,40
8/9/2023,25.51,19.37,32.8,48.99,38.10348661,13.90973138,1.665626245,27.59,40
8/10/2023,26.31,20.92,32.68,60.83,37.95838592,13.206152,1.340997943,28.42,40
8/11/2023,27.89,21.4,35.67,55.06,37.81054115,15.00976434,1.687851084,29.93,40
8/12/2023,27.67,22.42,33.3,57.83,37.65996666,12.99113719,1.563623712,30.04,40
8/13/2023,27.55,22.54,33.29,54.63,37.50667798,12.82678926,1.670529028,29.69,40
8/14/2023,27.98,21.25,34.98,49.7,37.35069188,14.57261677,1.899091994,30.03,40
8/15/2023,29.07,22.74,36.1,55.43,37.19202636,14.6546638,1.792565343,30.88,40
8/16/2023,28.84,23.02,35.3,52.84,37.03070072,13.92026462,1.871680688,30.82,40
8/17/2023,29.72,22.24,37.43,47,36.8667356,15.7042731,2.212959177,31.44,40
8/18/2023,31.92,23.58,40.73,38.28,36.70015302,17.38036502,2.921406681,32.98,40
8/19/2023,29.27,24.3,35.95,60.16,36.53097643,13.49883465,1.620932044,31.47,40
8/20/2023,28.5,23.35,34.82,67.37,36.35923072,13.11309543,1.269757141,30.64,40
8/21/2023,28.98,24.65,34.31,69.02,36.18494227,12.10053301,1.239525357,30.89,40
8/22/2023,28.98,24.5,34.41,69.71,36.008139,12.19622863,1.211918111,30.49,40
8/23/2023,29.27,24.6,35.13,66.61,35.82885037,12.58690903,1.358507052,30.87,40
8/24/2023,30.06,23.8,36.79,53.64,35.64710744,14.14260465,1.973864754,31.87,40
8/25/2023,31.47,24.38,38.62,45.78,35.46294288,15.16492146,2.5018246,32.81,40
8/26/2023,31.28,25.41,38.37,48.89,35.27639099,14.33570443,2.333020825,32.71,40
8/27/2023,33.41,24.94,44.19,43.89,35.08748775,18.13218965,2.887976154,34.06,40
8/28/2023,26.25,23.65,29.36,54.26,34.89627081,8.448329066,1.560391605,28.05,40
8/29/2023,25.8,22.26,30.53,56.82,34.70277955,10.00763233,1.434397512,27.38,40
8/30/2023,26.18,21.25,32.57,54.73,34.50705504,11.74394939,1.53799094,28.7,40
8/31/2023,25.52,21.89,30.33,55.68,34.3091401,9.93109967,1.448037002,27.73,40
9/1/2023,26.19,20.96,32.22,48.47,34.10907928,11.58033145,1.751700251,27.99,40
9/2/2023,27.73,22.94,34.36,56.1,33.90691892,11.99905008,1.633480044,28.58,40
9/3/2023,28.26,23.11,33.87,60.16,33.70270706,11.71177421,1.528872788,29.32,40
9/4/2023,26.56,22.61,32.15,66.82,33.49649356,10.55584265,1.152784053,28.51,40
9/5/2023,25.43,22.25,29.44,63.24,33.28833,8.875023768,1.19463606,27.08,40
9/6/2023,25.31,21.65,30.15,63.42,33.07826972,9.562206227,1.180343167,26.97,40
9/7/2023,25.25,21.46,29.84,63,32.86636783,9.420516456,1.189645287,26.94,40
9/8/2023,25.65,21.43,31.15,64.75,32.65268117,10.17348144,1.160611941,27.35,40
9/9/2023,25.5,20.45,31.14,65.99,32.43726829,10.56206554,1.109867586,27.34,40
9/10/2023,26.3,20.97,32.72,62.82,32.22018949,11.20246122,1.272119154,27.99,40
9/11/2023,26.31,21.04,33.12,63.04,32.00150674,11.28414837,1.26533786,27.9,40
9/12/2023,27.19,20.77,34.09,57.36,31.78128368,12.00238011,1.537289552,28.37,40
9/13/2023,28.8,22.13,37.06,53.91,31.55958561,13.06998077,1.824985461,29.79,40
9/14/2023,29.27,23.27,36.31,50.38,31.33647943,12.25070362,2.018841567,30.27,40
9/15/2023,29.72,23.99,37.33,48.39,31.11203367,12.41968506,2.154921191,30.67,40
9/16/2023,30.64,25.16,37.9,46.9,30.88631838,12.28238845,2.337107195,31.37,40
9/17/2023,31.37,25.26,38.92,41.07,30.65940515,12.81495597,2.703765535,31.67,40
9/18/2023,30.14,26.53,35.12,47.02,30.43136704,9.834310356,2.266090453,30.51,40
9/19/2023,30.59,26.37,37.48,46.6,30.20227856,11.20418307,2.343611239,31.58,40
9/20/2023,30.15,25.07,37.11,53.29,29.97221561,11.46960705,1.999051516,30.06,40
9/21/2023,29.7,24.83,38.67,45.76,29.74125544,12.08784236,2.262131919,30.72,40
9/22/2023,28.61,23.38,38.53,62.19,29.5094766,12.26047306,1.480744924,30.13,40
9/23/2023,24.65,22.16,27.13,64.31,29.27695889,6.372497707,1.107222846,25.75,40
9/24/2023,23.43,20.7,27.12,54.95,29.04378331,6.978496624,1.298945041,24.77,40
9/25/2023,22.6,18.4,27.34,59.27,28.81003197,8.004269465,1.116890138,24.34,40
9/26/2023,23.37,19.9,27.6,62.84,28.5757881,7.508484392,1.067580032,24.72,40
9/27/2023,24.22,20.72,28.9,66.94,28.34113591,7.833895763,0.999584775,25.46,40
9/28/2023,23.87,19.89,29.7,68.71,28.10616058,8.436986677,0.926407238,25.31,40
9/29/2023,23.75,19.39,29.46,68.96,27.87094818,8.452113945,0.91240039,25.32,40
9/30/2023,23.82,19.31,29.65,69.98,27.63558562,8.506655658,0.886139616,25.36,40
10/1/2023,24,19.05,30.24,72.47,27.40016054,8.811954954,0.821472481,25.87,40
10/2/2023,23.72,20.27,28.97,67.55,27.16476128,7.651572543,0.952126919,24.91,40
10/3/2023,23.99,18.95,30.41,64.51,26.92947682,8.762346683,1.05835685,25.24,40
10/4/2023,24.61,18.49,33.15,58.83,26.69439665,9.969725547,1.274182618,26.16,40
10/5/2023,23.77,19.54,29.78,71.07,26.45961076,8.095455503,0.85140165,24.93,40
10/6/2023,22.91,18.95,28.45,71.82,26.22520954,7.568498131,0.787400072,24.33,40
10/7/2023,22.74,18.09,28.1,69.29,25.99128371,7.667545273,0.849303115,24.18,40
10/8/2023,23.24,19.87,27.92,67.69,25.75792423,6.898330372,0.920989864,24.37,40
10/9/2023,23.1,19.41,28.45,71.89,25.52522225,7.219462942,0.794522179,24.51,40
10/10/2023,23.61,18.25,30.14,63.35,25.29326903,8.306708247,1.068265875,24.43,40
10/11/2023,24.43,19.73,31.87,53.85,25.06215585,8.481578523,1.413022329,24.89,40
10/12/2023,24.41,18.51,32.24,50.53,24.83197396,8.932842998,1.512862843,25.3,40
10/13/2023,24.75,19.71,32.64,44.84,24.60281448,8.657877857,1.721494203,25.39,40
10/14/2023,25.29,19.27,33.07,35.99,24.37476833,8.973964969,2.062985712,25.59,40
10/15/2023,24.74,19.88,31.2,52.54,24.14792617,7.949290614,1.480300372,25.24,39
10/16/2023,25.54,19.78,33.08,51.48,23.92237834,8.696548395,1.587142764,26.09,39
10/17/2023,25.8,19.86,34.24,42.08,23.69821473,9.011755467,1.924045944,25.98,39
10/18/2023,27.59,21.19,36.6,31.55,23.47552478,9.620655147,2.5262334,26.92,39
10/19/2023,27.12,19.61,36.19,35.25,23.25439736,9.782839669,2.324860088,26.98,39
10/20/2023,25.74,22.07,32.24,44.57,23.03492072,7.35636821,1.83479988,25.75,39
10/21/2023,22.51,19.28,27.04,59.53,22.81718241,5.892960216,1.10371522,23.42,40
10/22/2023,23.19,17.4,29.9,56.91,22.60126925,7.533444445,1.224568706,23.34,40
10/23/2023,25.24,19.79,33.92,68.77,22.38726722,8.330522902,1.00352811,25.81,40
10/24/2023,24.16,21.2,30.23,65.21,22.17526141,6.430961934,1.048116235,24.33,40
10/25/2023,22.47,19.81,26.37,66.29,21.965336,5.21073799,0.917123312,23.04,40
10/26/2023,22.63,19.14,27.85,69.37,21.75757413,5.971055758,0.841459886,23.27,40
10/27/2023,22.65,18.51,28.07,69.98,21.55205789,6.199605474,0.825703116,23.07,40
10/28/2023,23.34,19.79,28.67,71.78,21.34886828,6.019680813,0.809274495,24.22,40
10/29/2023,25.14,20.38,31.47,57.62,21.1480851,6.955473471,1.353740322,25.28,40
10/30/2023,25.9,21.58,34.35,58.18,20.94978695,7.524615839,1.397465574,25.57,40
10/31/2023,22.33,19.28,26.86,72.46,20.75405118,5.273931466,0.742913741,22.56,40
11/1/2023,21.45,18.28,26.79,73.72,20.56095379,5.414714146,0.671870459,21.69,40
11/2/2023,22.92,16.77,29.78,60.92,20.37056948,6.881409837,1.092626847,22.87,40
11/3/2023,21.59,17.76,24.2,54.41,20.18297152,4.640255112,1.175572634,21.74,40
11/4/2023,19.74,16.57,24.02,54.7,19.99823176,4.712939207,1.042312696,19.93,40
11/5/2023,20.35,15.98,26.91,61.88,19.81642059,5.748541495,0.91084878,20.63,40
11/6/2023,20.64,16.6,26.53,72.6,19.63760691,5.471096837,0.666515755,21.28,41
11/7/2023,19.95,17.63,23.35,81.15,19.46185809,4.041355991,0.439403631,20.45,41
11/8/2023,18.01,15.85,21.59,66.91,19.28923994,3.806301785,0.683403576,19.01,41
11/9/2023,17.85,14.69,22.52,63.63,19.11981672,4.386841831,0.743622078,18.18,41
11/10/2023,18.12,15.98,21.85,71.39,18.95365106,3.793814531,0.594977538,18.28,41
11/11/2023,19.87,16.95,24.2,67.37,18.790804,4.383669686,0.756862749,20.14,41
11/12/2023,20.24,17.34,24.8,75.32,18.63133496,4.452272442,0.585717321,20.59,41
